Industry,Category,Date Published,Description,Bedrooms/Baths,Price,Size,State,Location,Housing Type,Telephone,Contact Person,Email
Real Estate,Properties for rent,Aug 3,PET FRIENDLY✅GORGEOUS APARTMENT FOR RENT ✅NO FEE ✅4 BED /1.5BA,4BR / 1.5Ba,3399,,New York,(RIDGEWOOD),Apartment,(225)654-9226,Nico,Nico@gmail.com
Real Estate,Properties for rent,Aug 3,✅GORGEOUS APARTMENT FOR RENT ✅NO FEE ✅4 BED /1.5BATH/ PET OK,4BR / 1.5Ba,3399,,New York,(RIDGEWOOD),Apartment,(225)654-9227,Brennen,Brennen@gmail.com
Real Estate,Properties for rent,Aug 3,"Beach House for Rent- Narragansett, RI- ONE AUG WEEK LEFT",5BR / 2.5Ba,,,New York,"(Narragansett, RI)",House,(225)654-9228,Garry,Garry@gmail.com
Real Estate,Properties for rent,Aug 3,HOUSE FOR RENT,4BR / 2Ba,2500,1800,New York,(ST GEORGE AREA - Staten Island),House,(225)654-9229,Vaughn,Vaughn@gmail.com
Real Estate,Properties for rent,Aug 3,"3 Bedroom, 2.5 bath, 2 car garage 2000 sqft town house for Rent",3BR / 2.5Ba,2750,2000,New York,(FAIRFIELD),House,(225)654-9230,Julien,Julien@gmail.com
Real Estate,Properties for rent,Aug 3,GORGEOUS HOUSE FOR RENT,3BR / 1Ba,3200,,New York,(Levittown),House,(225)654-9231,Zechariah,Zechariah@gmail.com
Real Estate,Properties for rent,Aug 3,Student Room for Rent/House Share,,700,,New York,"(Hempstead, N.Y.)",House,(225)654-9232,Hassan,Hassan@gmail.com
Real Estate,Properties for rent,Aug 3,House for RENT 4 Bedroom 2 bath - 1 block from St John University,4BR / 2Ba,4100,,New York,(Queens),House,(225)654-9233,Ira,Ira@gmail.com
Real Estate,Properties for rent,Aug 3,Two Bedroom Boat House for Rent,2BR / 1Ba,1100,,New York,(Westchester Square),House,(225)654-9234,Tim,Tim@gmail.com
Real Estate,Properties for rent,Aug 3,HOUSE FOR RENT BY OWNER,3BR / 2Ba,2800,,New York,(THROGGS NECK),House,(225)654-9235,Tyrese,Tyrese@gmail.com
Real Estate,Properties for rent,Aug 3,3BR House for Rent,3BR / 3Ba,2700,,New York,(New Canaan),House,(225)654-9236,Alonso,Alonso@gmail.com
Real Estate,Properties for rent,Aug 3,Apartment or house for rent,,,,New York,(Queens),House,(225)654-9237,Beckett,Beckett@gmail.com
Real Estate,Properties for rent,Aug 3,Looking for a few nice people to possibly rent a house with,,,,New York,(Maspeth),House,(225)654-9238,Aubrey,Aubrey@gmail.com
Real Estate,Properties for rent,Aug 3,4 Bedroom House for Rent,4BR / 2Ba,2199,,New York,(FOGGINTOWN ROAD/BREWSTER),House,(225)654-9239,Jamaal,Jamaal@gmail.com
Real Estate,Properties for rent,Aug 3,one br for rent in house,1BR / 1Ba,1400,,New York,(elmhurst),House,(225)654-9240,Brodie,Brodie@gmail.com
Real Estate,Properties for rent,Aug 3,three br for rent in house,3BR / 1Ba,2600,,New York,(sunnyside),House,(225)654-9241,Gianni,Gianni@gmail.com
Real Estate,Properties for rent,Aug 3,three br for rent in house,3BR / 0Ba,2400,,New York,(elmhurst),House,(225)654-9242,Dashawn,Dashawn@gmail.com
Real Estate,Properties for rent,Aug 3,two br for rent in house,2BR / 1Ba,1750,,New York,"(elmhurst, middle village)",House,(225)654-9243,Matteo,Matteo@gmail.com
Real Estate,Properties for rent,Aug 3,three br for rent in house,3BR / 0Ba,2600,,New York,(elmhurst),House,(225)654-9244,Layne,Layne@gmail.com
Real Estate,Properties for rent,Aug 3,NANTUCKET 4 BEDROOM HOUSE FOR RENT BY OWNER,4BR / 2Ba,3500,2500,New York,(Tom Nevers),House,(225)654-9245,Erin,Erin@gmail.com
Real Estate,Properties for rent,Aug 3,"St. John's University students HOUSE for Rent. 2,800.",3BR / 1Ba,2800,1200,New York,(fresh meadows),House,(225)654-9246,Rico,Rico@gmail.com
Real Estate,Properties for rent,Aug 3,House For Rent Single Family,4BR / 2Ba,2500,,New York,"(Iselin, NJ)",House,(225)654-9247,Coby,Coby@gmail.com
Real Estate,Properties for rent,Aug 3,ENTIRE HOUSE FOR RENT! *No broker fee*,2BR / 2.5Ba,4200,,New York,(Bushwick),House,(225)654-9248,German,German@gmail.com
Real Estate,Properties for rent,Aug 3,House For Rent Single Family,4BR / 2Ba,2500,,New York,"(Iselin, NJ)",House,(225)654-9249,Matt,Matt@gmail.com
Real Estate,Properties for rent,Aug 3,House For Rent Single Family,4BR / 2Ba,2500,,New York,"(Iselin, NJ)",House,(225)654-9250,Sherman,Sherman@gmail.com
Real Estate,Properties for rent,Aug 3,House For Rent Single Family,4BR / 2Ba,2500,,New York,"(Iselin, NJ)",House,(225)654-9251,Randal,Randal@gmail.com
Real Estate,Properties for rent,Aug 3,House For Rent 4 Bedrooms plus seperate one bedroom unit,5BR / 3.5Ba,5300,3600,New York,(Katonah),House,(225)654-9252,Jaydon,Jaydon@gmail.com
Real Estate,Properties for rent,Aug 3,House for rent,3BR / 3Ba,2500,,New York,(Great kills town Staten Island),House,(225)654-9253,Karter,Karter@gmail.com
Real Estate,Properties for rent,Aug 3,One beautiful room in decent house for rent this's is a family house,,750,1411,New York,(Hempstead),House,(225)654-9254,Carlo,Carlo@gmail.com
Real Estate,Properties for rent,Aug 3,Woodside fully renovated house for rent,3BR / 1Ba,2500,750,New York,(between 52 & 61 street),House,(225)654-9255,Tylor,Tylor@gmail.com
Real Estate,Properties for rent,Aug 3,Room for Rent in a private house newly renovated,,750,,New York,(South Ozone Park),House,(225)654-9256,Timmy,Timmy@gmail.com
Real Estate,Properties for rent,Aug 3,WHOLE HOUSE FOR RENT,3BR / 2.5Ba,2450,,New York,(STATEN ISLAND),House,(225)654-9257,Shelby,Shelby@gmail.com
Real Estate,Properties for rent,Aug 3,2700 / 4br - 2000 - Fully renovated house for rent - Huge 4 Bedroo,4BR / 2.5Ba,2700,2000,New York,"(great kill, Staten Island)",House,(225)654-9258,Edmund,Edmund@gmail.com
Real Estate,Properties for rent,Aug 3,Apartment or house for rent,,,,New York,(Queens),House,(225)654-9259,Armani,Armani@gmail.com
Real Estate,Properties for rent,Aug 3,Private House for Rent / Sale,,1450,,New York,(Bronx),House,(225)654-9260,Erich,Erich@gmail.com
Real Estate,Properties for rent,Aug 3,House For Rent Single Family,4BR / 2Ba,2500,,New York,"(Iselin, NJ)",House,(225)654-9261,Jess,Jess@gmail.com
Real Estate,Properties for rent,Aug 3,House For Rent Single Family,4BR / 2Ba,2500,,New York,"(Iselin, NJ)",House,(225)654-9262,Marques,Marques@gmail.com
Real Estate,Properties for rent,Aug 3,House For Rent Single Family,4BR / 2Ba,2500,,New York,"(Iselin, NJ)",House,(225)654-9263,Devante,Devante@gmail.com
Real Estate,Properties for rent,Aug 3,BAY RIDGE HOUSE FOR RENT,,3600,,New York,(86st Bay Ridge Brooklyn),House,(225)654-9264,Morris,Morris@gmail.com
Real Estate,Properties for rent,Aug 3,House For Rent Single Family,4BR / 2Ba,2500,,New York,"(Iselin, NJ)",House,(225)654-9265,Keon,Keon@gmail.com
Real Estate,Properties for rent,Aug 3,Two Bedroom Boat House for Rent,2BR / 1Ba,1100,,New York,(Westchester Square),House,(225)654-9266,Mickey,Mickey@gmail.com
Real Estate,Properties for rent,Aug 3,"House for RENT!!! 3 Bedroom duplex, 1.5 Bathrooms",3BR / 1.5Ba,3000,,New York,(Beadford Ave & Ave. Z),House,(225)654-9267,Nestor,Nestor@gmail.com
Real Estate,Properties for rent,Aug 3,"HOUSE FOR RENT!!! 3 Bedroom duplex, 1,5 Bathrooms",3BR / 1.5Ba,3000,,New York,(Gerritsen Ave. & Ave. U.),House,(225)654-9268,Deonte,Deonte@gmail.com
Real Estate,Properties for rent,Aug 3,HUGE FULL HOUSE FOR RENT! WASHER/DRYER - PRIVATE DECK - NO FEE,2BR / 2.5Ba,4200,,New York,(Bushwick),House,(616) 225-2409,JAMES,JAMES@gmail.com
Real Estate,Properties for rent,Aug 3,Tastefully Decorated And Immaculate 4 Bedroom Beach House For Rent,4BR / 1.5Ba,350,,New York,(Ocean Beach),House,(616) 225-2420,JOHN,JOHN@gmail.com
Real Estate,Properties for rent,Aug 3,"Large Colonial house for rent 3-4 bedrooms, students welcome",4BR / 2Ba,2300,2005,New York,"(Brooklawn, Bpt., CT)",House,(616) 225-2421,ROBERT,ROBERT@gmail.com
Real Estate,Properties for rent,Aug 3,3 Bedroom House For Rent,3BR / 2Ba,3150,,New York,(KGH),House,(616) 225-2422,MICHAEL,MICHAEL@gmail.com
Real Estate,Properties for rent,Aug 3,LARCHMONT WOODS FOUR BEDROOM HOUSE FOR RENT,4BR / 2.5Ba,5500,2400,New York,"(NEW ROCHELLE, NY)",House,(616) 225-2423,WILLIAM,WILLIAM@gmail.com
Real Estate,Properties for rent,Aug 3,Private house! private house! Very nice 1 bdrm for RENT!!!,1BR / 1Ba,1500,,New York,(Gravesend- West 2 Street),House,(616) 225-2424,DAVID,DAVID@gmail.com
Real Estate,Properties for rent,Aug 3,Privet house for rent,3BR / 1.5Ba,2500,1600,New York,(Holstville),House,(616) 225-2426,RICHARD,RICHARD@gmail.com
Real Estate,Properties for rent,Aug 3,3 Bedroom House for Rent,3BR / 2Ba,2800,,New York,,House,(616) 225-2427,CHARLES,CHARLES@gmail.com
Real Estate,Properties for rent,Aug 3,"❄ Elmsford apartment for rent, Club House, Full-Size Walk-in Closets",2BR / 2Ba,3320,1224,New York,"(Elmsford, NY)",House,(616) 225-2428,JOSEPH,JOSEPH@gmail.com
Real Estate,Properties for rent,Aug 3,All Updated 3 Br - 1 Family House for Rent!!!,,3200,,New York,(Hicksville),House,(616) 225-2429,THOMAS,THOMAS@gmail.com
Real Estate,Properties for rent,Aug 3,"Well-Maintained Greenwich, CT House for Rent, on Quiet Cul de Sac",3BR / 1.5Ba,4100,1296,New York,"(Greenwich, CT)",House,(616) 225-2430,CHRISTOPHER,CHRISTOPHER@gmail.com
Real Estate,Properties for rent,Aug 3,Renovated 5 bedroom house for rent in the heart of Great Neck!,5BR / 3.5Ba,4450,2875,New York,"(Great Neck,NY)",House,(616) 225-2431,DANIEL,DANIEL@gmail.com
Real Estate,Properties for rent,Aug 3,"Davis Park, Fire Island House For Rent",4BR / 2Ba,,,New York,,House,(616) 225-2432,PAUL,PAUL@gmail.com
Real Estate,Properties for rent,Aug 3,House For Rent (South Hampton w/ Full Basement),4BR / 2.5Ba,4600,2400,New York,(Sag Harbor),House,(616) 225-2433,MARK,MARK@gmail.com
Real Estate,Properties for rent,Aug 3,Long Beach house for rent,3BR / 1Ba,2890,,New York,(Long beach ny),House,(616) 225-2434,DONALD,DONALD@gmail.com
Real Estate,Properties for rent,Aug 3,Room for rent in a nice house/great location Glen Cove 750,,750,,New York,(Glen Cove),House,(616) 225-2435,GEORGE,GEORGE@gmail.com
Real Estate,Properties for rent,Aug 3,One bedroom for rent in house ladies only,,600,,New York,(Great neck),House,(616) 225-2436,KENNETH,KENNETH@gmail.com
Real Estate,Properties for rent,Aug 3,For Rent 3Bdr. apt on the 2nd. floor in private house,3BR / 2Ba,3250,1100,New York,(Great Neck),House,(616) 225-2437,STEVEN,STEVEN@gmail.com
Real Estate,Properties for rent,Aug 3,House For Rent (South Hampton w/ Full Basement),4BR / 2.5Ba,4600,2400,New York,(Sag Harbor),House,(616) 225-2438,EDWARD,EDWARD@gmail.com
Real Estate,Properties for rent,Aug 3,House second floor 1000 for rent,1BR / sharedBa,,,New York,(fenimore ave uniondale NY11553),House,(616) 225-2439,BRIAN,BRIAN@gmail.com
Real Estate,Properties for rent,Aug 3,Beautiful PRIVATE HOUSE FOR RENT! ** PARKING GARAGE ** NO FEE !!,3BR / 1.5Ba,2895,,New York,(Brooklyn),House,(616) 225-2440,RONALD,RONALD@gmail.com
Real Estate,Properties for rent,Aug 3,Huge 4 Bdr DET HOUSE for rent in VAN COURT,4BR / 3.5Ba,5000,,New York,(FOREST HILLS),House,(616) 225-2441,ANTHONY,ANTHONY@gmail.com
Real Estate,Properties for rent,Aug 3,ROOMS OR WHOLE HOUSE FOR RENT- WAKEFIELD,,,,New York,(BRONX),House,(616) 225-2442,KEVIN,KEVIN@gmail.com
Real Estate,Properties for rent,Aug 3,House for Rent- Great Location,3BR / 1.5Ba,3000,,New York,(Grasmere),House,(616) 225-2443,JASON,JASON@gmail.com
Real Estate,Properties for rent,Aug 3,"Relocating to FLORIDA? House for rent, pet friendly, good schools",3BR / 2.5Ba,2440,,New York,(West Palm Beach),House,(616) 225-2445,MATTHEW,MATTHEW@gmail.com
Real Estate,Properties for rent,Aug 3,4 Bedroom House for Rent,4BR / 2Ba,2199,,New York,(Brewster/Foggintown Road),House,(616) 225-2446,GARY,GARY@gmail.com
Real Estate,Properties for rent,Aug 3,Whole house for rent,3BR / 0Ba,3200,,New York,(S Ozone Park),House,(512) 200-4223,TIMOTHY,TIMOTHY@gmail.com
Real Estate,Properties for rent,Aug 3,Great house for rent on culdesac close to school,4BR / 2Ba,4500,2035,New York,"(Riverside, CT)",House,(512) 200-4224,JOSE,JOSE@gmail.com
Real Estate,Properties for rent,Aug 3,3 Bed 2 Bath House for rent,3BR / 0Ba,2800,1600,New York,(Mahopac),House,(512) 200-4231,LARRY,LARRY@gmail.com
Real Estate,Properties for rent,Aug 3,Large room for rent in private house,,,,New York,,House,(616) 225-2447,JEFFREY,JEFFREY@gmail.com
Real Estate,Properties for rent,Aug 3,Very large room for rent in private house,,,,New York,,House,(616) 225-2448,FRANK,FRANK@gmail.com
Real Estate,Properties for rent,Aug 3,Cozy House for Rent,3BR / 1Ba,3000,,New York,(Yorktown Heights),House,(616) 225-2449,SCOTT,SCOTT@gmail.com
Real Estate,Properties for rent,Aug 3,Cozy House for Rent,3BR / 1Ba,3000,,New York,(Yorktown Heights),House,(616) 225-2450,ERIC,ERIC@gmail.com
Real Estate,Properties for rent,Aug 3,HOUSE FOR RENT IN REGO PARK,3BR / 2Ba,3195,,New York,(REGO PARK),House,(616) 225-2451,STEPHEN,STEPHEN@gmail.com
Real Estate,Properties for rent,Aug 3,Whole house for rent,3BR / 1.5Ba,4000,2000,New York,(Hicksville),House,(616) 225-2452,ANDREW,ANDREW@gmail.com
Real Estate,Properties for rent,Aug 3,NJ STATE HOUSE BRAND NEW OFFICE FOR RENT,,1500,1000,New York,(154 WEST STATE ST),House,(616) 225-2453,RAYMOND,RAYMOND@gmail.com
Real Estate,Properties for rent,Aug 3,Room for Rent in private house!AVAILABLE NOW FURNISHED!,,700,,New York,(Elmhurst),House,(616) 225-2454,GREGORY,GREGORY@gmail.com
Real Estate,Properties for rent,Aug 3,House for rent,4BR / 2.5Ba,4750,2750,New York,"(Chappaqua, NY)",House,(616) 225-2455,JOSHUA,JOSHUA@gmail.com
Real Estate,Properties for rent,Aug 3,Beauiful 1 Bedroom Apartment for Rent in a private house,1BR / 1Ba,2100,,New York,(Rego Park),House,(645) 201-2888,JERRY,JERRY@gmail.com
Real Estate,Properties for rent,Aug 3,For Rent: 2 Family House Finished basement,4BR / 2Ba,4000,1500,New York,(Cypress Hills),House,(645) 201-4620,DENNIS,DENNIS@gmail.com
Real Estate,Properties for rent,Aug 3,For rent 3 Bdr. apt in a private house on the 2nd. floor w/balcony,3BR / 1.5Ba,2500,1085,New York,(83-18 124 pl. Kew Gardens),House,(616) 225-2456,WALTER,WALTER@gmail.com
Real Estate,Properties for rent,Aug 3,2 bedrooms for rent in 4 BR house 10 mins from downtown Stamford,,800,,New York,,House,(645) 902-3709,PATRICK,PATRICK@gmail.com
Real Estate,Properties for rent,Aug 3,Office for rent Trenton NJ - Capitol State House,,1500,,New York,(Trenton),House,(616) 225-2457,PETER,PETER@gmail.com
Real Estate,Properties for rent,Aug 3,Office for rent Trenton NJ - Capitol State House,,1500,1000,New York,(Trenton),House,(616) 225-2458,HAROLD,HAROLD@gmail.com
Real Estate,Properties for rent,Aug 3,Office for rent Trenton NJ - Capitol State House,,1500,1000,New York,(Trenton),House,(616) 225-2459,DOUGLAS,DOUGLAS@gmail.com
Real Estate,Properties for rent,Aug 3,"King size room for rent in private house in Van Nest, Bronx",,250,,New York,(Van Nest),House,(616) 225-2461,HENRY,HENRY@gmail.com
Real Estate,Properties for rent,Aug 3,Queen size room for rent in a private house in Mount Vernon,,250,,New York,(Mount Vernon),House,(616) 225-2462,CARL,CARL@gmail.com
Real Estate,Properties for rent,Aug 3,House for Rent,4BR / 3.5Ba,2350,3290,New York,(Southport),House,(616) 225-2463,ARTHUR,ARTHUR@gmail.com
Real Estate,Properties for rent,Aug 3,Rye House for rent,2BR / 1.5Ba,3000,,New York,(Rye),House,(616) 225-2464,RYAN,RYAN@gmail.com
Real Estate,Properties for rent,Aug 3,Small House for rent,2BR / 1Ba,2000,700,New York,(Bronx),House,(616) 225-2465,ROGER,ROGER@gmail.com
Real Estate,Properties for rent,Aug 3,Beautiful House For Rent in Rego Park,2BR / 2Ba,3000,,New York,(Rego Park),House,(616) 225-2466,JOE,JOE@gmail.com
Real Estate,Properties for rent,Aug 3,"A Beautiful, Spacious 2 Bedroom House is Now Available For Rent!",2BR / 1Ba,2900,1219,New York,(Fresh Meadows),House,(616) 225-2467,JUAN,JUAN@gmail.com
Real Estate,Properties for rent,Aug 3,Beautiful House For Rent In Rego Park,2BR / 2Ba,3000,,New York,(Rego Park),House,(616) 225-2468,JACK,JACK@gmail.com
Real Estate,Properties for rent,Aug 3,Charming House For Rent,2BR / 2Ba,,2380,New York,(Rego Park),House,(616) 225-2469,ALBERT,ALBERT@gmail.com
Real Estate,Properties for rent,Aug 3,Small room for rent private house,,750,,New York,(White plains),House,(512) 200-3316,JONATHAN,JONATHAN@gmail.com
Real Estate,Properties for rent,Aug 3,BAY RIDGE HOUSE FOR RENT,,3600,,New York,(86st Bay Ridge Brooklyn),House,(512) 200-3335,JUSTIN,JUSTIN@gmail.com
Real Estate,Properties for rent,Aug 3,Beautiful Miami Lakes House For RENT,5BR / 2Ba,4200,2600,New York,(Miami Lakes),House,(512) 200-3354,TERRY,TERRY@gmail.com
Real Estate,Properties for rent,Aug 3,WHOLE HOUSE FOR RENT IN JAMAICA ESTATES,4BR / 3Ba,4400,,New York,(JAMAICA ESTATES),House,(616) 225-2470,GERALD,GERALD@gmail.com
Real Estate,Properties for rent,Aug 3,"HOUSE FOR RENT 3,500/MO 3BEDROOMS, 1 1/2 BATHROOMS HILLCREST WITH W/D",3BR / 1.5Ba,3500,2000,New York,(HILLCREST),House,(616) 225-2471,KEITH,KEITH@gmail.com
Real Estate,Properties for rent,Aug 3,"HOUSE FOR RENT 3,500/MO 3BEDROOMS, 1 1/2 BATHROOMS HILLCREST WITH W/D",3BR / 1.5Ba,3500,2000,New York,(HILLCREST),House,(616) 225-2472,SAMUEL,SAMUEL@gmail.com
Real Estate,Properties for rent,Aug 3,"HOUSE FOR RENT 3,500/MO 3BEDROOMS, 1 1/2 BATHROOMS HILLCREST WITH W/D",3BR / 1.5Ba,3500,2000,New York,(HILLCREST),House,(204) 200-0130,WILLIE,WILLIE@gmail.com
Real Estate,Properties for rent,Aug 3,"HOUSE FOR RENT 3,500/MO 3BEDROOMS, 1 1/2 BATHROOMS HILLCREST WITH W/D",3BR / 1.5Ba,3500,2000,New York,(HILLCREST),House,(616) 225-2473,RALPH,RALPH@gmail.com
Real Estate,Properties for rent,Aug 3,"HOUSE FOR RENT 3,500/MO 3BEDROOMS, 1 1/2 BATHROOMS HILLCREST WITH W/D",3BR / 1.5Ba,3500,2000,New York,(HILLCREST),House,(616) 225-2474,LAWRENCE,LAWRENCE@gmail.com
Real Estate,Properties for rent,Aug 3,Retail space for rent in the historic Amato Opera House No brokers,,26995,1500,New York,(East Village),House,(616) 225-2476,NICHOLAS,NICHOLAS@gmail.com
Real Estate,Properties for rent,Aug 3,Two Bedroom Boat House for Rent,2BR / 1Ba,1100,,New York,(Westchester Square),House,(616) 225-2478,ROY,ROY@gmail.com
Real Estate,Properties for rent,Aug 3,Two Bedroom Boat House for Rent,2BR / 1Ba,1100,,New York,(Westchester Square),House,(512) 200-0034,BENJAMIN,BENJAMIN@gmail.com
Real Estate,Properties for rent,Aug 3,Room for Rent in large house on the water,,800,,New York,(island park/long beach/harbor isle),House,(512) 200-0343,BRUCE,BRUCE@gmail.com
Real Estate,Properties for rent,Aug 3,Kew Gardens Hills- 1 Bedroom Apartment for Rent in 2 Family House,1BR / 0Ba,1600,,New York,(Kew Gardens Hills),House,(512) 200-0235,BRANDON,BRANDON@gmail.com
Real Estate,Properties for rent,Aug 3,3 Bedroom Detached house for rent,3BR / 1.5Ba,1450,,New York,(Bay side Villas),House,(512) 200-0366,ADAM,ADAM@gmail.com
Real Estate,Properties for rent,Aug 3,"Kismet, F.I. beach house for rent - weekly - 3 bedroom",3BR / 1Ba,2850,1000,New York,"(Kismet, Fire Island)",House,(512) 200-0578,HARRY,HARRY@gmail.com
Real Estate,Properties for rent,Aug 3,3 Bedroom Detached house for rent,3BR / 1.5Ba,1450,,New York,(Bay side villas),House,(512) 200-0798,FRED,FRED@gmail.com
Real Estate,Properties for rent,Aug 3,"3 BEDROOM House for rent SIUH, EXPRESS BUS",3BR / 2.5Ba,2700,2500,New York,(Dongan hills),House,(512) 200-0844,WAYNE,WAYNE@gmail.com
Real Estate,Properties for rent,Aug 3,"3 BEDROOM House for rent SIUH, EXPRESS BUS",3BR / 2.5Ba,2700,2500,New York,(Dongan hills),House,(512) 200-1033,BILLY,BILLY@gmail.com
Real Estate,Properties for rent,Aug 3,"3 BDR 2.5 Bath House For Rent 4,300 or/Sale",3BR / 2.5Ba,4300,1960,New York,(Rye Brook),House,(512) 200-1222,STEVE,STEVE@gmail.com
Real Estate,Properties for rent,Aug 3,"House for rent now, Arden Ave",,2500,,New York,(Arden heights),House,(512) 200-1322,LOUIS,LOUIS@gmail.com
Real Estate,Properties for rent,Aug 3,apt for rent OPEN HOUSE THURSDAY AUG. 2ND FROM 530-630P,3BR / 1Ba,2000,,New York,(1088 Rev james polite ave),House,(512) 200-2066,JEREMY,JEREMY@gmail.com
Real Estate,Properties for rent,Aug 3,"3 bedroom house for rent by owner-3,200/month.",3BR / 2.5Ba,3200,,New York,,House,(512) 200-2177,AARON,AARON@gmail.com
Real Estate,Properties for rent,Aug 3,Beach house for rent,2BR / 1.5Ba,2900,1500,New York,(long beach),House,(512) 200-2299,RANDY,RANDY@gmail.com
Real Estate,Properties for rent,Aug 3,3 bedrooms house for rent,3BR / 1Ba,2500,700,New York,(Woodside),House,(512) 200-2300,HOWARD,HOWARD@gmail.com
Real Estate,Properties for rent,Aug 3,Cozy house for rent year round,3BR / 1.5Ba,2250,,New York,(Riverhead),House,(512) 200-2498,EUGENE,EUGENE@gmail.com
Real Estate,Properties for rent,Aug 3,3 bedroom 1 bathroom Newly Renovated House For Rent,3BR / 1Ba,1600,1400,New York,(Newark),House,(512) 200-2565,CARLOS,CARLOS@gmail.com
