Industry,Category,Description,Bedrooms/Baths,Price,Size,State,Location,Housing Type,Telephone,Contact Person,Email
Real Estate,Properties for rent,No Fee* Beautiful 2 Bed/1 Bath w/ 2 Balconies in LUXURY*ASTORIA,2BR / 1Ba,3400,,NY,(Astoria),Apartment,(206) 200-0402,Hugh,Hugh@gmail.com
Real Estate,Properties for rent,two bedroom one bath,2BR / 1Ba,1650,,NY,(north east bronx area),Apartment,(206) 200-0403,Reginald,Reginald@gmail.com
Real Estate,Properties for rent,+LUXURY 1br-Doorman Building~♣-GYM- ROOF DECK☺~~By Brooklyn Museum,1BR / 1Ba,2842,,NY,(Prospect Heights),Apartment,(206) 200-0405,Vance,Vance@gmail.com
Real Estate,Properties for rent,"Huge 4 Bed, 2 Bath, W/D In-Unit, By Prospect Park and B.Q Trains",4BR / 2Ba,3595,,NY,(Prospect Park South),Apartment,(206) 200-0408,Westin,Westin@gmail.com
Real Estate,Properties for rent,HUGE THREE BEDROOM 1ST FLOOR APARTMENT,3BR / 1Ba,2100,,NY,(BERKELEY ST.),Apartment,(206) 200-0413,Cain,Cain@gmail.com
Real Estate,Properties for rent,LUXURY APARTMENT NO COMMISSION GAS AND ELECTRIC INCLUDED,,1700,,NY,"(GRAVESAND, BROOKLYN)",Apartment,(206) 200-0415,Arian,Arian@gmail.com
Real Estate,Properties for rent,SONO 2BR CONDO W/2 CAR GARAGE - WALKING DISTANCE TO EVERYTHING,2BR / 1.5Ba,2200,1500,NY,(fairfield avenue),Apartment,(206) 200-0091,Dayton,Dayton@gmail.com
Real Estate,Properties for rent,3 BEDROOM SINGLE FAMILY HOUSE,3BR / 1Ba,2450,,NY,(NORWALK),Apartment,(206) 200-0092,Javion,Javion@gmail.com
Real Estate,Properties for rent,"♦☻1 Bed / 1 Bath in Bushwick, Brooklyn. All Pets Allowed%",1BR / 1Ba,2800,,NY,(Bushwick),Apartment,(206) 200-0095,Terrence,Terrence@gmail.com
Real Estate,Properties for rent,Beautiful Luxury 2 Bed 1 Bath ! Balcony / Rooftop / L G J & M Train!,2BR / 1Ba,2600,,NY,(Bedford-Stuyvensant),Apartment,(206) 200-0401,Brysen,Brysen@gmail.com
Real Estate,Properties for rent,"SCHENACADY, N.Y.",4BR / 1Ba,1600,,NY,(HELDERBERG AVE.),Apartment,(206) 200-0402,Jaxxon,Jaxxon@gmail.com
Real Estate,Properties for rent,Harbor House | 3-43 Davenport Ave | Studio - 3 Bedroom,2BR / 1Ba,1,,NY,(New Rochelle),Apartment,(206) 200-0403,Thatcher,Thatcher@gmail.com
Real Estate,Properties for rent,Three-Bedroom Home Available with Walk-In Closet,3BR / 2Ba,2650,1443,NY,(Danbury),Apartment,(206) 200-0405,Landry,Landry@gmail.com
Real Estate,Properties for rent,"Undermount Sink, Fitness Center, Brushed Nickel Moen Fixtures",2BR / 0Ba,4700,900,NY,(Upper East Side),Apartment,(206) 200-0408,Rene,Rene@gmail.com
Real Estate,Properties for rent,RENOVATED -3br -1.5 bath♦ -W/Dryer BY Fort* Greene PARK-NYU POLY,3BR / 1Ba,3200,,NY,(FORT GREENE),Apartment,(206) 200-0413,Westley,Westley@gmail.com
Real Estate,Properties for rent,"Unique Barnwood-Style Flooring, Under Cabinet Lighting, Pet-Friendly",,3160,,NY,(Upper East Side),Apartment,(206) 200-0415,Miller,Miller@gmail.com
Real Estate,Properties for rent,2 BED♡♡ PET OK??DON'T MISS IT ``` ♡MUST SEE!?? P,2BR / 1Ba,2999,,NY,(♡Williamsburg),Apartment,(206) 200-0091,Alvaro,Alvaro@gmail.com
Real Estate,Properties for rent,*Exclusive* Entire Private House 2 floor 4BR on Lorimer Street! *WOW,4BR / 1Ba,4600,,NY,(Williamsburg),Apartment,(206) 200-0092,Cristiano,Cristiano@gmail.com
Real Estate,Properties for rent,ROOM FOR RENT,1BR / sharedBa,650,,NY,(BUSHWICK),Apartment,(206) 200-0095,Eliseo,Eliseo@gmail.com
Real Estate,Properties for rent,*╬Newly renovated 4 Bed in Bushwick╬,4BR / 1Ba,3850,,NY,(Willoughby Ave & Wilson ave),Apartment,(206) 200-0401,Ephraim,Ephraim@gmail.com
Real Estate,Properties for rent,Nice 6 room with hardwood floors and terrace,3BR / 1Ba,2395,1200,NY,(Riverdale),Apartment,(206) 200-0402,Adrien,Adrien@gmail.com
Real Estate,Properties for rent,Nice layout. Sunny west facing,2BR / 1Ba,1775,,NY,(Yonkers),Apartment,(206) 200-0403,Jerome,Jerome@gmail.com
Real Estate,Properties for rent,"King Size 1 bed!New appliances,Near subway&Laundry!900sq ft!MUST SEE!",1BR / 1Ba,1800,900,NY,(Crown Heights),Apartment,(206) 200-0405,Khalid,Khalid@gmail.com
Real Estate,Properties for rent,Stunning Bushwick 3bed/1 bath available for rent!!,3BR / 0Ba,2650,,NY,(Bushwick),Apartment,(206) 200-0408,Aydin,Aydin@gmail.com
Real Estate,Properties for rent,"%^This is a six story building with 27 apartments.?""{",3BR / 1Ba,4060,,NY,(Greenpoint),Apartment,(206) 200-0413,Mayson,Mayson@gmail.com
Real Estate,Properties for rent,Brand new 2 bedroom apartments Yonkers,2BR / 1Ba,1800,,NY,(Ash street),Apartment,(206) 200-0415,Alfred,Alfred@gmail.com
Real Estate,Properties for rent,Spacious Studio with Alcove in Luxury Building - Walk to Metro North,0BR / 1Ba,1700,607,NY,"(Harrison, NY)",Apartment,(206) 200-0091,Duncan,Duncan@gmail.com
Real Estate,Properties for rent,"THREE BEDROOM 2BTH APT, NEWLY RENOVATED /terrace 2500",3BR / 2Ba,2500,,NY,"(103ave, 90st Ozone Park)",Apartment,(206) 200-0092,Junior,Junior@gmail.com
Real Estate,Properties for rent,"☊Yes! Best Bushwick 1 bedroom! No fee! Elevator, gym, doorman☊",1BR / 1Ba,2350,,NY,(Bushwick),Apartment,(206) 200-0095,Kendall,Kendall@gmail.com
Real Estate,Properties for rent,APARTMENT ꕥ3 BED☑NO FEE☑MUST SEE.ꕥCOMPLETELY PERFECT,3BR / 1Ba,2500,,NY,(ꕥRIDGEWOOD),Apartment,(206) 200-0401,Zavier,Zavier@gmail.com
Real Estate,Properties for rent,**THIS APART. 2 BED_ FANTASTIC GAME ROOM/GYM /LAUNDRY:LOUNGE**,2BR / 1Ba,3000,,NY,"(Greenpoint , Brooklyn)",Apartment,(206) 200-0402,Koda,Koda@gmail.com
Real Estate,Properties for rent,Greenpoint steps to@Williamsburg in a~elevator building and roof deck.,3BR / 1Ba,4200,,NY,(Greenpoint),Apartment,(206) 200-0403,Maison,Maison@gmail.com
Real Estate,Properties for rent,Unit 1310- Available now,2BR / 2Ba,2025,1150,NY,(Danbury),Apartment,(206) 200-0405,Caspian,Caspian@gmail.com
Real Estate,Properties for rent,Grand Two Bedroom Penthouse,2BR / 2Ba,2500,1400,NY,(Stamford),Apartment,(206) 200-0408,Maxim,Maxim@gmail.com
Real Estate,Properties for rent,"NO FEE/ LARGE, RENOVATED 2BDR, ELEVATOR, LAUNDRY/LIVE IN SUPER",2BR / 1Ba,3900,,NY,(Gramercy),Apartment,(206) 200-0413,Kace,Kace@gmail.com
Real Estate,Properties for rent,INCREDIBLE 2bd/1.5bath SUPER prime Bushwick! BASEMENT INCLUDED! NO FEE,2BR / 1.5Ba,3300,,NY,(PRIME Bushwick),Apartment,(206) 200-0415,Zackary,Zackary@gmail.com
Real Estate,Properties for rent,E80s/3rd-Beaut Reno 3 Bedroom Railroad(5 Rooms)-GreatDeal! Prime Area!,3BR / 1Ba,2900,,NY,(Upper East Side),Apartment,(206) 200-0091,Rudy,Rudy@gmail.com
Real Estate,Properties for rent,♥☻Stunningly renovated true 3 bedroom apartment++,3BR / 1Ba,3695,,NY,(Williamsburg),Apartment,(206) 200-0092,Coleman,Coleman@gmail.com
Real Estate,Properties for rent,NO FEE BEAUTIFUL TOWN HOUSE STUDIO NEAR SUBWAY,300,1599,,NY,(Harlem / Morningside),Apartment,(206) 200-0095,Keagan,Keagan@gmail.com
Real Estate,Properties for rent,3 Bedroom Apts For Rent (NO FEE) (Drake House),3BR / 2Ba,2499,1049,NY,(New Rochelle),Apartment,(206) 200-0401,Kolten,Kolten@gmail.com
Real Estate,Properties for rent,"2 Bed / 1 Bath at 24@^ Starr St, Brooklyn, NY 11221♥♠54",2BR / 1Ba,3000,,NY,(Bushwick),Apartment,(206) 200-0402,Maximo,Maximo@gmail.com
Real Estate,Properties for rent,%^Beautiful 2 bedroom duplex with Basement._++,3BR / 1Ba,3000,,NY,(Ridgewood),Apartment,(206) 200-0403,Dario,Dario@gmail.com
Real Estate,Properties for rent,JUST STEPS AWAY FROM SUBWAY AND MAIN STR,2BR / 1Ba,2400,,NY,"(Greenpoint, Williamsburg)",Apartment,(206) 200-0405,Davion,Davion@gmail.com
Real Estate,Properties for rent,NEW> Renovated no fee 3BD/1Bath in prime Williamsburg!! H/HW Included.,3BR / 1Ba,3795,,NY,(Williamsburg),Apartment,(206) 200-0408,Kalel,Kalel@gmail.com
Real Estate,Properties for rent,HUGE 3 BED/1.5 BA - dishwasher+queen size rooms+closets+ backyard!,3BR / 1.5Ba,3175,,NY,(Bushwick),Apartment,(206) 200-0413,Briar,Briar@gmail.com
Real Estate,Properties for rent,Spacious 2 Bedroom apartment on a quiet block.,2BR / 1Ba,1650,,NY,(minutes from the VZ Bridge),Apartment,(206) 200-0415,Jairo,Jairo@gmail.com
Real Estate,Properties for rent,Rent To Own This Beautiful Gem,3BR / 1.5Ba,2000,1728,NY,(Middlebury),Apartment,(206) 200-0091,Misael,Misael@gmail.com
Real Estate,Properties for rent,LOFT IN WILLIAMSBURG - Laundry/Rooftop,2BR / 1Ba,3400,,NY,(Prospect Lefferts Gardens),Apartment,(206) 200-0092,Rogelio,Rogelio@gmail.com
Real Estate,Properties for rent,Drake House | 197-217 Drake Ave | Studio - 3 Bedroom Units,1BR / 1Ba,1,,NY,(New Rochelle),Apartment,(206) 200-0095,Terrell,Terrell@gmail.com
Real Estate,Properties for rent,"4 Bedrm in Huntington 2,550",4BR / 1.5Ba,2550,,NY,(Huntington),Apartment,(206) 200-0401,Heath,Heath@gmail.com
Real Estate,Properties for rent,*☄Pretty! renovated 2 Bed in Bushwick☄*,2BR / 1Ba,2000,,NY,(Pilling st & Bushwick ave),Apartment,(206) 200-0402,Micheal,Micheal@gmail.com
Real Estate,Properties for rent,Spacious One Bedroom Available For Rent - 1400,1BR / 1Ba,1400,,NY,,Apartment,(206) 200-0403,Wesson,Wesson@gmail.com
Real Estate,Properties for rent,2 bed 2 bath rent stabilized apartment available right now,2BR / 2Ba,3139,,NY,(East Harlem),Apartment,(206) 200-0405,Aaden,Aaden@gmail.com
Real Estate,Properties for rent,*BUSHWICK* ONE OF A KIND 2 BED / 2 BATH~HEAT&HOT WATER INCLUDE~READY,2BR / 1Ba,2350,,NY,(BUSHWICK),Apartment,(206) 200-0408,Brixton,Brixton@gmail.com
Real Estate,Properties for rent,*BEDSTUY* LARGE 1 BED ~HEAT &HOT WATER INCLUDE~NO BROKER FEE,1BR / 1Ba,1895,,NY,(BROOKLYN),Apartment,(206) 200-0413,Draven,Draven@gmail.com
Real Estate,Properties for rent,*CLINTON HILL* 2 BED PENTHOUSE UNIT~PRIVATE TERRACE~ELEVATOR~LAUNDRY,2BR / 1Ba,3395,,NY,"(CLINTON HILL / A,C,G TRAINS)",Apartment,(206) 200-0415,Xzavier,Xzavier@gmail.com
Real Estate,Properties for rent,ONE-BEDROOM APT IN RESORT-STYLE COMMUNITY WITH WEIGHT ROOM,1BR / 1Ba,2060,885,NY,(Danbury),Apartment,(206) 200-0091,Darrell,Darrell@gmail.com
Real Estate,Properties for rent,SUNNY 3 BEDROOM LOFT STYLE! RIGHT OFF CENTRAL M // NO FEE,3BR / 1Ba,2500,,NY,(PRIME Bushwick),Apartment,(206) 200-0092,Keanu,Keanu@gmail.com
Real Estate,Properties for rent,*CROWN HEIGHTS* BEAUTIFUL 2 BED DUPLEX APT~1.5 BATH~PRIVATE YARD!,2BR / 1Ba,3145,,NY,(CROWN HEIGHTS),Apartment,(206) 200-0095,Ronnie,Ronnie@gmail.com
Real Estate,Properties for rent,~G-O-R-G-E-O-U-S @ 2 br Duplex L@Bedford-♥--WOW!!!DO NOT MISS!!,2BR / 2Ba,5271,,NY,(WILLIAMSBURG),Apartment,(206) 200-0401,Konnor,Konnor@gmail.com
Real Estate,Properties for rent,Amazing location! Huge space!,2BR / 1Ba,2650,,NY,(East Harlem),Apartment,(206) 200-0402,Will,Will@gmail.com
Real Estate,Properties for rent,"Floor-to-ceiling windows, City skyline views, On-site garage parking",0BR / 1Ba,2970,525,NY,,Apartment,(206) 200-0403,Dangelo,Dangelo@gmail.com
Real Estate,Properties for rent,"Two Bedroom, Newly Renovated, 2500",2BR / 1Ba,2500,,NY,(Harlem / Morningside),Apartment,(206) 200-0405,Frankie,Frankie@gmail.com
Real Estate,Properties for rent,GREAT✧✧ LOCATION ❌PANORAMIC VIEW.. STUNNING 3 BED,3BR / 2.5Ba,4120,,NY,(✧Williamsburg),Apartment,(206) 200-0408,Kamryn,Kamryn@gmail.com
Real Estate,Properties for rent,RENOVATED 2 BEDROOM APARTMENT,2BR / 1Ba,1800,,NY,(CYPRESS HILLS),Apartment,(206) 200-0413,Salvatore,Salvatore@gmail.com
Real Estate,Properties for rent,"♦☻3 Bed / 1.5 Bath in Williamsburg, Brooklyn. Pets Upon Approval",3BR / 1.5Ba,4000,,NY,(Williamsburg),Apartment,(206) 200-0415,Santana,Santana@gmail.com
Real Estate,Properties for rent,N. WILLIAMSBURG LARGE ARTIST LOFT ROOF DECK MANHATTAN VIEW No Fee,4BR / 1Ba,4595,,NY,"(""L, J, M & Z"" Train at Bedford Ave.)",Apartment,(206) 200-0091,Shaun,Shaun@gmail.com
Real Estate,Properties for rent,RENOVATED 3 BEDROOM APARTMENT - WOODHAVEN,3BR / 0Ba,2600,,NY,(WOODHAVEN),Apartment,(206) 200-0092,Coen,Coen@gmail.com
Real Estate,Properties for rent,"0 bedroom - Walk-In Closets, Breakfast Bars, Taxi and Limo Shuttle Service",0BR / 1Ba,1850,536,NY,,Apartment,(206) 200-0095,Leighton,Leighton@gmail.com
Real Estate,Properties for rent,"#3 Bed, 1 Bath apartment in Williamsburg, Brooklyn ♥",3BR / 1Ba,4500,,NY,(Williamsburg),Apartment,(206) 200-0401,Mustafa,Mustafa@gmail.com
Real Estate,Properties for rent,COLLEGE POINT APRT. FOR RENT,3BR / 1Ba,2000,,NY,,Apartment,(206) 200-0402,Reuben,Reuben@gmail.com
Real Estate,Properties for rent,"NEWLY RENOVATED 3br APT with 2 BATHS, PARKING AND YARD",0BR / 1Ba,1900,,NY,"(NOTHEAST AREA, BRONX)",Apartment,(206) 200-0403,Ayan,Ayan@gmail.com
Real Estate,Properties for rent,EXTRA LARGE 3 BEDROOM APARTMENT WITH ALL UTILITIES INCLUDED,3BR / 1Ba,2300,,NY,(WAKEFIELD AREA BRONX),Apartment,(206) 200-0405,Blaise,Blaise@gmail.com
Real Estate,Properties for rent,"Large gym with cardio theater, Covered parking, Secure building access",2BR / 2Ba,2842,1216,NY,,Apartment,(206) 200-0408,Dimitri,Dimitri@gmail.com
Real Estate,Properties for rent,1 big box bedrooms big new heat hot w.inclu no feea.c train,1BR / 1Ba,1849,,NY,(crown hights),Apartment,(206) 200-0413,Keenan,Keenan@gmail.com
Real Estate,Properties for rent,NO FEE ☼☼ SHARED BACKYARD ☼NICE DUPLEX 3 BED,3BR / 1Ba,2850,,NY,(☼RIDGEWOOD),Apartment,(206) 200-0415,Van,Van@gmail.com
Real Estate,Properties for rent,"1 Bed /<1 Bath inProspect Heights,<Brooklyn. 705 square feet, All Pet",1BR / 1Ba,3595,,NY,(Prospect Heights),Apartment,(206) 200-0091,Achilles,Achilles@gmail.com
Real Estate,Properties for rent,Deluxe 2BR with Quick Access to Public Transit!,2BR / 1Ba,2045,867,NY,"(Yonkers, NY)",Apartment,(206) 200-0092,Channing,Channing@gmail.com
Real Estate,Properties for rent,"Spacious, Beautiful Apartment in Bushwick * Easy Commute* Priced Right",3BR / 1Ba,2899,,NY,(Suydam @ Central Ave. M train),Apartment,(206) 200-0095,Ishaan,Ishaan@gmail.com
Real Estate,Properties for rent,Great Deal on a Spacious Bed-Stuy Apartment | Big Bedrooms | NO FEE,2BR / 1Ba,2295,,NY,(Lexington @ Franklin Ave. C Train),Apartment,(206) 200-0401,Wells,Wells@gmail.com
Real Estate,Properties for rent,*PROSPECT HEIGHTS* LARGE 3 BED WITH 2BATH~LAUNDRY~ROOF~GREAT LOCATION,3BR / 2Ba,3195,,NY,(BROOKLYN),Apartment,(206) 200-0402,Benton,Benton@gmail.com
Real Estate,Properties for rent,3 bedroom 1 bath in whitestone,3BR / 1Ba,2400,,NY,(19th ave),Apartment,(206) 200-0403,Lamar,Lamar@gmail.com
Real Estate,Properties for rent,*BUSHWICK* STATE OF ART 2 BED / 2BATH~HEAT& HOT WATER INCLUDE~MUST SEE,2BR / 2Ba,2345,,NY,(BUSHWICK),Apartment,(206) 200-0405,Nova,Nova@gmail.com
Real Estate,Properties for rent,Central Park West 3br 3bath with all new renovations.,3BR / 3Ba,7995,,NY,(Upper West Side),Apartment,(206) 200-0408,Yahya,Yahya@gmail.com
Real Estate,Properties for rent,"Studio, One and Two Bedroom Apartments, 24-hour Concierge",1BR / 1Ba,3740,662,NY,(Midtown),Apartment,(206) 200-0413,Dilan,Dilan@gmail.com
Real Estate,Properties for rent,SPACIOUS 1 BEDROOM APARTMENT ON TOP FLOOR - FULLY FURNISHED,1BR / 1Ba,2700,630,NY,(Upper East Side),Apartment,(206) 200-0415,Gibson,Gibson@gmail.com
Real Estate,Properties for rent,"Wi-fi lounge and quiet area, Bike repair station, Bike storage room",1BR / 1Ba,1964,684,NY,,Apartment,(206) 200-0091,Camdyn,Camdyn@gmail.com
Real Estate,Properties for rent,Super Deal! True 3 Bed Wing Apt W Washer/Dryer In Unit Pets Ok,3BR / 1Ba,3300,801,NY,(East Village),Apartment,(206) 200-0092,Ulises,Ulises@gmail.com
Real Estate,Properties for rent,Err:501,1BR / 1Ba,2000,,NY,(CROWN HEIGHTS),Apartment,(206) 200-0095,Alexzander,Alexzander@gmail.com
Real Estate,Properties for rent,City college! Huge space!,3BR / 1Ba,3199,,NY,(Harlem / Morningside),Apartment,(206) 200-0401,Valentin,Valentin@gmail.com
Real Estate,Properties for rent,FULL 2ND FLOOR 2BR/2BA @ 140th St. / Amsterdam / CCNY / W/D in unit,2BR / 2Ba,3490,1300,NY,(Harlem / Morningside),Apartment,(206) 200-0402,Shepard,Shepard@gmail.com
Real Estate,Properties for rent,RENOVATED 3-BR / 2 BA | W/D | XPOSED BRICK | BIG BRS - FREE MONTH RENT,3BR / 2Ba,3941,,NY,(PARK SLOPE),Apartment,(206) 200-0403,Alistair,Alistair@gmail.com
Real Estate,Properties for rent,Looking for a HUGE 3 bed in BUSHWICK? LOOK NO FURTHER! NO FEE!,3BR / 1Ba,2521,,NY,(PRIME Bushwick),Apartment,(206) 200-0405,Eason,Eason@gmail.com
Real Estate,Properties for rent,"☀True luxury at its finest! Spacious, sunlight, doorman, elevator☀",1BR / 1Ba,2350,,NY,(Bushwick),Apartment,(206) 200-0408,Kaiser,Kaiser@gmail.com
Real Estate,Properties for rent,LAUNDRY»»GYM?? ROOF ACCESS??ELEVATOR.. »»LUXURY,2BR / 1Ba,2999,,NY,(»»Williamsburg),Apartment,(206) 200-0413,Leroy,Leroy@gmail.com
Real Estate,Properties for rent,GORGEOUS NEW FIVE BEDROOM TWO BATHROOM DUPLEX APARTMENT,5BR / 2Ba,4350,,NY,(BUSHWICK),Apartment,(206) 200-0415,Zayd,Zayd@gmail.com
Real Estate,Properties for rent,"Awesome New Renovated, These stunning apartments will appeal to you",3BR / 1Ba,2850,,NY,(Bushwick),Apartment,(206) 200-0091,Camilo,Camilo@gmail.com
Real Estate,Properties for rent,Immaculate 1 Bed 1 Bath / Private Terraces / J Train,1BR / 1Ba,2200,,NY,(Bedford-Stuyvensant),Apartment,(206) 200-0092,Markus,Markus@gmail.com
Real Estate,Properties for rent,Rent To Own This Beautiful Gem,3BR / 1.5Ba,2000,1728,NY,(Middlebury),Apartment,(206) 200-0095,Foster,Foster@gmail.com
Real Estate,Properties for rent,@@@ HUGE 3 BED 1.5 BATH W/BALCONY @@@,3BR / 2Ba,3000,1500,NY,(ASTORIA),Apartment,(206) 200-0401,Davian,Davian@gmail.com
Real Estate,Properties for rent,"2 Rooms w/ Private Balcony, Diswasher, Gas Stove, Large Living Space i",2BR / 1Ba,2300,,NY,(300 Eldert St),Apartment,(206) 200-0402,Dwayne,Dwayne@gmail.com
Real Estate,Properties for rent,This luxurious new!building is☺centrally located on the border of Be,1BR / 1Ba,2750,,NY,(Bed-Stuy),Apartment,(206) 200-0403,Jabari,Jabari@gmail.com
Real Estate,Properties for rent,NO FEE!!! WALK IN CLOSETS - MASSIVE - 2 BATH - POOL,3BR / 2Ba,4445,1456,NY,(Battery Park),Apartment,(206) 200-0405,Judson,Judson@gmail.com
Real Estate,Properties for rent,Private furnished second floor.,1BR / 1Ba,1250,800 5,NY,(Smithtown),Apartment,(206) 200-0408,Koa,Koa@gmail.com
Real Estate,Properties for rent,3 bedroom 1 bath in whitestone,3BR / 1Ba,2400,,NY,(19th ave),Apartment,(206) 200-0413,Yehuda,Yehuda@gmail.com
Real Estate,Properties for rent,_+Renovated 3BR/1BA in classic Williamsburg Pre war building @,3BR / 1Ba,3700,,NY,(Williamsburg),Apartment,(206) 200-0415,Lyric,Lyric@gmail.com
Real Estate,Properties for rent,@♠321 Wythe just became the most impressive building in Brooklyn.▼,3BR / 1Ba,3250,,NY,(Williamsburg),Apartment,(206) 200-0091,Tristian,Tristian@gmail.com
Real Estate,Properties for rent,"2 Bedroom, 2 Bath - Harrison Apartment - 2300",2BR / 2Ba,2300,,NY,(Harrison),Apartment,(206) 200-0092,Agustin,Agustin@gmail.com
Real Estate,Properties for rent,Beautiful spacious condo located in prime location!,3BR / 2Ba,4399,,NY,(Williamsburg),Apartment,(206) 200-0095,Bridger,Bridger@gmail.com
Real Estate,Properties for rent,"☆ Welcome home to APEX at 290 Apartments, Air Conditioner, Dishwasher",1BR / 1Ba,2574,838,NY,"(Elmsford, NY)",Apartment,(206) 200-0401,Vivaan,Vivaan@gmail.com
Real Estate,Properties for rent,GORGEOUS 4BR APT-By○ Brooklyn Museum◘-BACKYARD -Laundry-SEP1,4BR / 1Ba,3833,,NY,(crown heights),Apartment,(206) 200-0402,Brayson,Brayson@gmail.com
Real Estate,Properties for rent,Luxury Spacious TRUE 2BR/1BA- PRIME WILLIAMSBURG,2BR / 1Ba,3600,,NY,(WIlliamsburg),Apartment,(206) 200-0403,Emmet,Emmet@gmail.com
Real Estate,Properties for rent,Fantastic Pre-War 2bed in Bushwick by Jefferson L-Train,2BR / 1Ba,2325,,NY,(Bushwick),Apartment,(206) 200-0405,Marley,Marley@gmail.com
Real Estate,Properties for rent,Fantastic Pre-War 2bed in Bushwick by Jefferson L-Train,2BR / 1Ba,2325,,NY,(Bushwick),Apartment,(206) 200-0408,Mike,Mike@gmail.com
Real Estate,Properties for rent,STUNNING * WILLIAMSBURG* AMAZING 3 BED / 2 BATH~NO BROKER FEE,3BR / 2Ba,3070,,NY,(EAST WILLIAMSBURG / WILLIAMSBURG),Apartment,(206) 200-0413,Nickolas,Nickolas@gmail.com
Real Estate,Properties for rent,*STUYVESANT HEIGHTS* LUXURY 4 BED WITH 2 BATH*HIGH END FINISHES*,4BR / 2Ba,3450,,NY,(STUYVESANT HEIGHTS / BEDSTUY),Apartment,(206) 200-0415,Kenny,Kenny@gmail.com
Real Estate,Properties for rent,☼Wow! Renovated 2 Bed & 2 Bath in Bushwick☼,2BR / 2Ba,2400,,NY,(Bushwick ave & Hancock st),Apartment,(206) 200-0091,Leif,Leif@gmail.com
Real Estate,Properties for rent,"*BUSHWICK* AVAIL SEP 1ST~COZY 1 BED APT IN BROWNSTONE~J,Z TRAINS",1BR / 1Ba,1850,,NY,(BUSHWICK),Apartment,(206) 200-0092,Bjorn,Bjorn@gmail.com
Real Estate,Properties for rent,Penthouse Two Bedroom - 667 Grand Street - No Fee,2BR / 2Ba,3250,,NY,"(Williamsburg, BK)",Apartment,(206) 200-0095,Ignacio,Ignacio@gmail.com
Real Estate,Properties for rent,"NO FEE Super Spacious Gem, King Sized Bedroom, G Trains Nearby",1BR / 1Ba,2250,,NY,(Clinton Hill),Apartment,(206) 200-0401,Rocky,Rocky@gmail.com
Real Estate,Properties for rent,*BEDSTUY* LARGE 1 BED / HEAT&HOT WATER INCLUDED~CALL NOW,1BR / 1Ba,1899,,NY,(BEDFORD STUYVESANT / BEDSTUY),Apartment,(206) 200-0402,Chad,Chad@gmail.com
Real Estate,Properties for rent,"*BUSHWICK* LARGE 3 BED WITH 1.5 BATH~J,L TRAINS~WILL GO FAST",3BR / 1.5Ba,2399,,NY,(BUSHWICK),Apartment,(206) 200-0403,Gatlin,Gatlin@gmail.com
Real Estate,Properties for rent,Charming Renovated 2BR Modern Kitchen& Bath **No Fee**,2BR / 1Ba,1700,,NY,(Midwood),Apartment,(206) 200-0405,Greysen,Greysen@gmail.com
Real Estate,Properties for rent,*BEDSTUY* NO FEE ~BEST DEAL ~4 BED APT~GREAT FOR ROOMMATES~MUST SEE!,,2999,,NY,(BEDFORD STUYVESANT / BEDSTUY),Apartment,(206) 200-0408,Kyng,Kyng@gmail.com
Real Estate,Properties for rent,-++3 huge bedrooms with 3 bathrooms -Brand new kitchen++=,3BR / 3.5Ba,4020,,NY,(Williamsburg),Apartment,(206) 200-0413,Randall,Randall@gmail.com
Real Estate,Properties for rent,*CROWN HEIGHTS* ALL NEW 3 BED OFF THE 2-5 TRAINS~LAUNDRY~CALL NOW,,2650,,NY,(CROWN HEIGHTS),Apartment,(206) 200-0415,Reign,Reign@gmail.com
Real Estate,Properties for rent,LUXURY HUGE 2-BR (HUGE BEDROOMS) (FREE UTILITIES) (SEE FLOORPLAN),2BR / 1Ba,3650,,NY,(East Village),Apartment,(206) 200-0091,Vaughn,Vaughn@gmail.com
Real Estate,Properties for rent,By owner* huge duplex*2 baths*Private back yard*Laundry*Central AC*,4BR / 2Ba,5600,1500,NY,(Greenpoint/Williamsburg),Apartment,(206) 200-0092,Jessie,Jessie@gmail.com
Real Estate,Properties for rent,Desirable neighborhood,1BR / 1Ba,1475,600,NY,(South shore),Apartment,(206) 200-0095,Louie,Louie@gmail.com
